Label,Matrix
Youtube,"[[9.5367431640625e-07, 12.281100034713745, 0.0035874004124760487, 0.15845769580728636, 58.977536162638245, 74.0, 1349.0, 933.2280497053847, 555.8784110410155, -0.894958540357211, 17141, 15996462.0, 278.76964600305905, 260155.6530564953], [9.5367431640625e-07, 12.308675050735474, 0.004893882637802693, 0.188662231951416, 50.00900934972154, 74.0, 1294.0, 1290.0967768595042, 58.10154666743869, -16.384869861613666, 12100, 15610171.0, 204.3536237942612, 263635.9513965361], [4.0531158447265625e-06, 12.281100034713745, 0.012200008545603071, 0.29204462935033554, 31.949093218180593, 74.0, 1349.0, 76.62983535012894, 56.07352923589458, 21.855492970945324, 5041, 386291.0, 81.98341902464388, 6282.3759012990895]]"
Youtube,"[[0.0, 16.943681955337524, 0.0052750379521117685, 0.2360324296189369, 58.20683473248974, 92.0, 1412.0, 1221.909448431816, 444.15230456364776, -1.9696390737696743, 10171, 12428041.0, 189.5907361228635, 231662.7118036701], [9.5367431640625e-07, 16.962494134902954, 0.0061187417688896425, 0.2547177411325002, 53.96693067200927, 92.0, 1412.0, 1393.5404449515117, 121.79322480248368, -7.657065273931216, 8765, 12214382.0, 163.45094153740303, 227775.49779777613], [2.9802322387695312e-05, 16.954505920410156, 0.03818301492738554, 0.634751756868463, 21.57287386224443, 97.0, 1412.0, 151.96230440967284, 78.51281709488433, 6.889856605162583, 1406, 213659.0, 26.208295643372928, 3982.673000616939]]"
Youtube,"[[0.0, 8.373141050338745, 0.0021367738809259227, 0.09004950724281463, 60.151112701514734, 74.0, 1371.0, 973.0786298710303, 536.6402077559455, -1.0760915638456414, 28844, 28067480.0, 468.01146316144644, 455411.95333707647], [9.5367431640625e-07, 8.39849305152893, 0.0028963061532008643, 0.10576036555729906, 51.12005455260505, 74.0, 1294.0, 1291.8292361927145, 43.24150235564891, -22.253896577031636, 21275, 27483667.0, 345.28359670454506, 446047.4450007057], [2.1457672119140625e-06, 8.373141050338745, 0.00813826890248829, 0.17566298202451033, 30.779556579980078, 74.0, 1371.0, 77.13211784912141, 62.347694601192885, 20.207679522958696, 7569, 583813.0, 122.89249068690295, 9478.958074434255]]"
Youtube,"[[0.0, 10.171694040298462, 0.004109629277848125, 0.16351857377446924, 46.44650942998567, 74.0, 1348.0, 993.9286668646081, 523.9383725535192, -1.179628358516761, 13472, 13390207.0, 243.34901421141555, 241871.56127796884], [9.5367431640625e-07, 10.194392204284668, 0.0054328230961399465, 0.18923228895222993, 40.19038273968151, 74.0, 1294.0, 1288.7723569254933, 66.38257766777235, -14.20685815682502, 10187, 13128724.0, 184.08443570983206, 237242.93208305968], [4.0531158447265625e-06, 10.171694040298462, 0.016857739342841682, 0.33086219714157705, 22.88342620060032, 74.0, 1348.0, 79.59908675799086, 80.87709637210672, 14.816704464112336, 3285, 261483.0, 59.33799819510838, 4723.250466377937]]"
Youtube,"[[0.0, 7.241087913513184, 0.0031963040630232043, 0.11785709881978514, 43.61556315430189, 72.0, 1392.0, 1226.3869132290185, 425.5802840639281, -2.2280975868332638, 18981, 23278050.0, 312.87783243409416, 383709.2791366348], [9.5367431640625e-07, 7.261744022369385, 0.003629858537766212, 0.126255184186254, 40.84376094338345, 72.0, 1392.0, 1379.0167614486681, 104.2909565115999, -9.236232583092358, 16705, 23036475.0, 275.50932233183187, 379931.97343096], [3.0994415283203125e-05, 7.261009931564331, 0.02666151822268308, 0.3400734707306455, 15.014065932716171, 77.0, 1392.0, 106.14015817223199, 68.52704714552239, 11.22724932437983, 2276, 241575.0, 37.52372809693961, 3982.774435420996]]"
Youtube,"[[9.5367431640625e-07, 15.180327892303467, 0.005482035131657154, 0.23439242176531636, 53.12744278449289, 93.0, 1412.0, 1274.4557366218894, 389.5837448380395, -2.5486152838834197, 9082, 11574607.0, 182.43409537007332, 232504.1793998148], [9.5367431640625e-07, 15.199875831604004, 0.006073377776404928, 0.24731577517282757, 50.39552408057413, 93.0, 1412.0, 1397.9576519404443, 106.9188421061412, -8.699794825557674, 8194, 11454865.0, 164.67311802974478, 230206.04541857366], [4.1961669921875e-05, 15.181277990341187, 0.056124420553076225, 0.7481637212992813, 16.524481027548685, 97.0, 1412.0, 134.84459459459458, 85.65947506831797, 8.76770903409796, 888, 119742.0, 17.837643326208447, 2405.309782845554]]"
Youtube,"[[0.0, 15.432254076004028, 0.009547302739949755, 0.29959710364796976, 39.094077811224466, 85.0, 1412.0, 1265.4755879967558, 395.74228048955183, -2.4424621670250377, 6165, 7801657.0, 104.75861712560935, 132569.4726047575], [9.5367431640625e-07, 15.451646089553833, 0.010607434187475371, 0.31647032405240483, 37.03571572638973, 85.0, 1412.0, 1390.9974761132144, 125.61643924241777, -7.011715389773698, 5547, 7715863.0, 94.29050347673927, 131157.8523575886], [4.00543212890625e-05, 15.432254076004028, 0.09537400650630314, 0.9430526479317769, 12.260823822849668, 100.0, 1412.0, 138.8252427184466, 99.6271782089911, 7.2811395007912285, 618, 85794.0, 10.50203071291499, 1457.9469627570045]]"
Youtube,"[[0.0, 8.15507197380066, 0.0038067360060760774, 0.142709150086953, 43.88963583600042, 72.0, 1392.0, 1251.5357344544143, 392.04872230221054, -2.5079734510639065, 15937, 19945725.0, 262.7087219622736, 328789.3532886346], [9.5367431640625e-07, 8.177271127700806, 0.004218192363923194, 0.15076796825901642, 41.63658811241052, 72.0, 1392.0, 1375.3366260869566, 116.1080648260929, -7.8326715638679865, 14375, 19770464.0, 237.08486569041096, 326071.49927492905], [3.504753112792969e-05, 8.15507197380066, 0.038858860292013145, 0.4549063483087292, 13.633944450103161, 78.0, 1392.0, 112.20294494238156, 70.85060596217195, 9.692545393350475, 1562, 175261.0, 25.750642388141717, 2889.297910107622]]"
Youtube,"[[0.0, 8.579680919647217, 0.003958457642678715, 0.16022581879364095, 45.86573037209328, 91.0, 1412.0, 1268.786791543282, 387.35579645028486, -2.499527510640038, 14521, 18424053.0, 252.641043759322, 320547.6193235361], [9.5367431640625e-07, 8.610131978988647, 0.004368417299833509, 0.16909851546673582, 43.61446070023683, 91.0, 1412.0, 1387.1570103406325, 128.7289386943108, -6.388111652803868, 13152, 18243889.0, 228.9332660327561, 317566.3848775146], [4.291534423828125e-05, 8.583352088928223, 0.04200525729976899, 0.521676103985586, 13.971089157712976, 97.0, 1412.0, 131.60262965668372, 67.29273744745834, 11.700671051785982, 1369, 180164.0, 23.82394629820659, 3135.2939816436024]]"
Youtube,"[[9.5367431640625e-07, 10.689656972885132, 0.008290698699170006, 0.23005627722814315, 33.73611395330034, 74.0, 1362.0, 924.7107562107562, 558.9387173698954, -0.8581511236311652, 7326, 6774431.0, 120.63356238859052, 111551.15270075097], [9.5367431640625e-07, 10.913565158843994, 0.011855627777659784, 0.27955321959838664, 28.16919152024385, 74.0, 1294.0, 1286.7502928543538, 79.62813517269979, -11.998447586821946, 5122, 6590735.0, 84.36459824128418, 108556.17149351232], [1.0013580322265625e-05, 10.689656972885132, 0.027566667258928864, 0.4188674383406092, 18.446782132780612, 74.0, 1362.0, 83.34664246823957, 105.87488585233149, 11.450781225624926, 2204, 183696.0, 36.2921610025189, 3024.82976747673]]"
Youtube,"[[-1.9073486328125e-06, 10.96448802947998, 0.003923969490657897, 0.17023587944117094, 53.64896914036352, 92.0, 1412.0, 1263.0547697258162, 399.0361591238791, -2.3847839115781673, 14917, 18840988.0, 254.8610646650996, 321903.4833426537], [9.5367431640625e-07, 10.984169960021973, 0.00439268920483248, 0.18071532671422535, 50.604721087233614, 92.0, 1412.0, 1396.5796317173995, 110.541271514395, -8.368889367619213, 13305, 18581492.0, 227.66809094155784, 317956.61860096426], [3.504753112792969e-05, 10.97829794883728, 0.036331427015923776, 0.517583940989444, 17.54590795229425, 97.0, 1412.0, 160.97766749379653, 104.33071937344843, 4.948965189180088, 1612, 259496.0, 27.541465190061043, 4433.560825657618]]"
Youtube,"[[9.5367431640625e-07, 9.43103289604187, 0.004374684442181322, 0.16989534951267837, 45.469887414394854, 74.0, 1373.0, 932.8873197999411, 554.9340241958533, -0.8922994398860777, 13596, 12683536.0, 228.60473016332998, 213262.45401565765], [9.5367431640625e-07, 9.449028015136719, 0.006191528800575855, 0.2038812802148223, 38.214178403796275, 74.0, 1294.0, 1287.4832361516035, 72.52779436849004, -12.366682856400319, 9604, 12364989.0, 161.52781749666352, 207964.35719910997], [6.9141387939453125e-06, 9.43103289604187, 0.014901988221361833, 0.3133179487451166, 24.594226904176352, 74.0, 1373.0, 79.79634268537075, 76.8354392588668, 15.952345724242656, 3992, 318547.0, 67.12195372256643, 5356.0864209575075]]"
Youtube,"[[9.5367431640625e-07, 14.662775039672852, 0.005580066952622478, 0.23343867506143995, 52.92344336240756, 74.0, 1359.0, 950.3931135038134, 547.7911024037536, -0.9703820419693416, 8916, 8473705.0, 179.22942125795345, 170338.40770083293], [9.5367431640625e-07, 14.692352056503296, 0.0077578202668879105, 0.2763066804357545, 44.66916442251911, 74.0, 1294.0, 1290.4251170046803, 56.15997119351014, -17.54156383037047, 6410, 8271625.0, 128.92229984379514, 166364.5738604418], [1.9073486328125e-06, 14.662775039672852, 0.01985880115075026, 0.44006407169855033, 28.01727434604321, 74.0, 1359.0, 80.63846767757383, 85.67730818574577, 13.898151006291515, 2506, 202080.0, 50.375608980757214, 4062.211916532888]]"
Youtube,"[[0.0, 7.252376079559326, 0.00310863015435739, 0.11461599231510075, 45.047211475349265, 83.0, 1412.0, 1247.733668607729, 411.45534104604656, -2.190158172346003, 18890, 23569689.0, 321.7021296223586, 401398.5783926247], [9.5367431640625e-07, 7.270256042480469, 0.0035422338486063077, 0.1228537403389284, 42.13573529672773, 83.0, 1412.0, 1395.1095824281922, 116.35838713939903, -7.927103598101153, 16572, 23119756.0, 282.3247671188458, 393873.9879643095], [3.409385681152344e-05, 7.252776145935059, 0.025342647814267042, 0.32703460225756553, 15.681601253017485, 97.0, 1412.0, 194.10396893874028, 131.9965191966051, 2.211596282628478, 2318, 449933.0, 39.476206271287836, 7662.48831590136]]"
Youtube,"[[9.5367431640625e-07, 23.356738090515137, 0.005417018794348141, 0.26836749006412025, 72.5148209576239, 74.0, 1363.0, 928.4612818439143, 556.8853729975384, -0.8738007351570752, 9892, 9184339.0, 184.62204765753958, 171414.42302476743], [9.5367431640625e-07, 23.377322912216187, 0.007702419460934059, 0.3207175732650736, 60.61298971764517, 74.0, 1294.0, 1287.4211358734724, 72.41674809862671, -12.28658483944447, 6955, 8954014.0, 129.84800518861715, 167169.06633083403], [6.9141387939453125e-06, 23.356738090515137, 0.018249227825237555, 0.49233979281541806, 39.486315410223604, 74.0, 1363.0, 78.42185903983656, 66.27535732309762, 18.18435581957379, 2937, 230325.0, 54.81550282755699, 4298.733635940437]]"
Youtube,"[[-1.9073486328125e-06, 5.2551679611206055, 0.0026665582088067703, 0.09631231579896057, 45.295695762856326, 88.0, 1412.0, 1235.0152834699454, 433.0763677528861, -2.0891834274422076, 23424, 28928998.0, 375.0312630628642, 463169.34166167484], [9.5367431640625e-07, 5.277317047119141, 0.002915047914327771, 0.10151019285323896, 43.71950931021714, 88.0, 1412.0, 1399.4610427939006, 100.50375565828965, -9.248645164164678, 20330, 28451043.0, 343.06440930037826, 480105.27598498086], [3.4809112548828125e-05, 5.2551679611206055, 0.020193596160646938, 0.2648652915794368, 16.37618971825058, 97.0, 1412.0, 154.47802197802199, 91.19793501057, 4.689308704219138, 3094, 477955.0, 49.536660174030985, 7652.325279081764]]"
Youtube,"[[0.0, 8.93999195098877, 0.003982618583672935, 0.13229666564979456, 48.105296112697836, 92.0, 1412.0, 1246.8334587752308, 417.35944767351805, -2.214056161974159, 14615, 18222471.0, 251.108261191544, 313090.18182848685], [9.5367431640625e-07, 8.968823909759521, 0.004512025120370578, 0.1415912308953638, 45.08237117969513, 92.0, 1412.0, 1393.3498526446408, 119.76461286759525, -7.656289910902588, 12894, 17965853.0, 221.64716170403887, 308832.0400994254], [3.4809112548828125e-05, 8.93999195098877, 0.0338383651056955, 0.38530088536549567, 16.378205065653372, 97.0, 1412.0, 149.10981987216735, 77.0936866157323, 6.90458681110055, 1721, 256618.0, 29.56943670958927, 4409.093381488309]]"
Youtube,"[[0.0, 15.690500020980835, 0.0054110607431277526, 0.23728200915213452, 56.03715439906306, 92.0, 1412.0, 1238.935682097501, 425.36537317615756, -2.126262805896229, 9764, 12096968.0, 184.82557764717163, 228987.00311136324], [9.5367431640625e-07, 15.709999084472656, 0.0061849601990893455, 0.2541747554113141, 52.3525472211804, 92.0, 1412.0, 1394.2798922590466, 115.90560095714031, -7.6771067437452905, 8539, 11905756.0, 161.70146472330873, 225457.10081254496], [3.1948089599609375e-05, 15.712271928787231, 0.043149991752275456, 0.6695638689312923, 19.773762026220748, 97.0, 1412.0, 156.09142857142857, 88.08569000509374, 5.995835646171773, 1225, 191212.0, 23.19390926445022, 3620.370431244127]]"
Youtube,"[[0.0, 5.489269018173218, 0.0021511060179918618, 0.08358762069662759, 47.96537952992526, 92.0, 1412.0, 1266.7971402082442, 397.15926419298336, -2.4405196262708087, 28044, 35526059.0, 464.893711029848, 588926.0236334093], [9.5367431640625e-07, 5.511739015579224, 0.002398873416915659, 0.08880732598697587, 45.32706164413522, 92.0, 1412.0, 1397.0643647068184, 107.8650999069761, -8.258942651123938, 25138, 35119404.0, 416.87892947701516, 582406.6967694646], [3.3855438232421875e-05, 5.489269018173218, 0.020765178667288435, 0.259697013519425, 15.337586573691825, 97.0, 1412.0, 139.9363386097729, 70.37535589018309, 9.802230864538226, 2906, 406655.0, 48.174121210670094, 6741.310137964572]]"
Youtube,"[[0.0, 10.999021053314209, 0.0044344758890267275, 0.16870838063574523, 47.71340241105525, 92.0, 1412.0, 1241.1261696347722, 424.9465385174651, -2.1485122451086065, 13252, 16447404.0, 225.52281059353353, 279902.2620772205], [9.5367431640625e-07, 11.017750978469849, 0.005064596490914256, 0.18087303281980777, 44.576105444096115, 92.0, 1412.0, 1396.3409776704889, 110.9518017194613, -8.301580090571768, 11599, 16196159.0, 197.4661206586743, 275730.035977332], [2.9087066650390625e-05, 11.013219118118286, 0.035569757872574555, 0.477161228547491, 16.764082466243472, 97.0, 1412.0, 151.99334543254687, 77.812682949684, 6.527896609813175, 1653, 251245.0, 28.1307882516685, 4275.692616025682]]"
Youtube,"[[0.0, 15.43335485458374, 0.0070771165751688314, 0.24637291815554244, 46.33168227037794, 91.0, 1412.0, 1207.8693514088252, 458.3035426845026, -1.8533218569989578, 7524, 9088009.0, 141.3192668330008, 170695.21117114736], [9.5367431640625e-07, 15.456653118133545, 0.008319048466338802, 0.26779413525459467, 42.661373854297985, 91.0, 1412.0, 1393.0532979055954, 127.17930869109843, -7.743313774112139, 6398, 8912755.0, 120.22484630585437, 167479.61863656377], [2.7894973754882812e-05, 15.43335485458374, 0.04730865859985352, 0.6362057983645916, 17.832139311392122, 97.0, 1412.0, 155.6429840142096, 97.84459748586154, 6.904333690818203, 1126, 175254.0, 21.15656876587044, 3292.871494221899]]"
Youtube,"[[-2.86102294921875e-06, 8.227434873580933, 0.0032502925846970053, 0.1338135471823196, 47.068358815477374, 92.0, 1412.0, 1278.5776484414348, 383.72784614741806, -2.6027014944271385, 17869, 22846904.0, 307.6818286086434, 393395.1088905999], [9.5367431640625e-07, 8.253418922424316, 0.0035849172803305213, 0.14124269963441147, 44.74802097473, 92.0, 1412.0, 1397.6438940021003, 106.3967473149767, -8.459224204557211, 16189, 22626457.0, 278.9636959381921, 389891.90627627267], [4.100799560546875e-05, 8.241402864456177, 0.03457779682697889, 0.4366102340724028, 14.325693941663209, 97.0, 1412.0, 131.21845238095239, 63.52026686315778, 12.035899015766182, 1680, 220447.0, 28.937517263504464, 3797.136231064148]]"
Youtube,"[[-3.2901763916015625e-05, 10.203768014907837, 0.0034182925322592517, 0.13468220076259527, 56.10152703122563, 92.0, 1412.0, 1227.9887627365356, 436.1022702879323, -2.015274954785253, 17175, 21090707.0, 292.56075017438894, 359261.31363192055], [9.5367431640625e-07, 10.223520994186401, 0.003972675866174271, 0.14574052056684467, 51.8904795222661, 92.0, 1412.0, 1397.8294862248697, 108.70046614746225, -8.904920056456298, 14773, 20650135.0, 251.73654466894033, 351884.7648986088], [3.0040740966796875e-05, 10.210694074630737, 0.024447223634731764, 0.3599825665788289, 20.899744946225518, 97.0, 1412.0, 183.41881765195672, 136.64585079132658, 2.4703122570385907, 2402, 440572.0, 40.92147673188494, 7505.768878734392]]"
Youtube,"[[0.0, 9.176808834075928, 0.004708293344395206, 0.17646613141925996, 43.05152123920896, 93.0, 1412.0, 1246.1154207069128, 421.14384876704463, -2.2164967243053884, 12788, 15935324.0, 212.4077943480035, 264684.6280153898], [9.5367431640625e-07, 9.19468903541565, 0.00533305794779685, 0.18840946914712647, 40.401682433910054, 93.0, 1412.0, 1394.0724791777423, 117.82421147112566, -7.506158890675878, 11286, 15733502.0, 187.5262978562826, 261425.25096353164], [2.9802322387695312e-05, 9.176808834075928, 0.04006768623087741, 0.5140095934590077, 14.660813488895851, 97.0, 1412.0, 134.3688415446072, 72.6193661823751, 9.70623798849444, 1502, 201822.0, 24.974394996314423, 3355.7805239322033]]"
Youtube,"[[-3.814697265625e-06, 12.165004014968872, 0.004603834583222871, 0.1909643377797959, 48.9106575187207, 92.0, 1412.0, 1275.2875551632833, 387.0950850465442, -2.563661453522351, 11330, 14449008.0, 217.22940973781553, 277029.9628541019], [9.5367431640625e-07, 12.201348781585693, 0.005093842596325225, 0.20150977374075718, 46.46655992937174, 92.0, 1412.0, 1396.9615084017194, 107.53154286738855, -8.361221958330008, 10236, 14299298.0, 196.3346304965324, 274271.92156993016], [4.100799560546875e-05, 12.165004014968872, 0.04771317109424699, 0.6134089825165704, 15.09749265840601, 97.0, 1412.0, 136.84643510054843, 95.32688973179947, 8.562982268881424, 1094, 149710.0, 20.977748703941042, 2870.7301265694823]]"
Youtube,"[[0.0, 10.307805061340332, 0.0036282928013272766, 0.1408041358794923, 50.1082511273601, 91.0, 1412.0, 1245.0544327192513, 415.788478941336, -2.1988400572309192, 16773, 20883298.0, 275.62814743497495, 343172.0467461109], [9.5367431640625e-07, 10.336763143539429, 0.004115332463436101, 0.15069880168835642, 46.96176112621593, 91.0, 1412.0, 1391.532981530343, 119.70697913331536, -7.180138387044888, 14781, 20568249.0, 243.01017424085327, 338156.6723035827], [3.790855407714844e-05, 10.312427997589111, 0.03056433546908353, 0.40830731221949945, 17.17467154866131, 97.0, 1412.0, 158.1571285140562, 93.80318255591344, 3.8509249607476623, 1992, 315049.0, 32.7343043719304, 5177.163583369629]]"
Youtube,"[[0.0, 10.14525580406189, 0.0039767603185643, 0.15717077202534102, 50.58005609907724, 92.0, 1412.0, 1222.819492725634, 441.31453155622296, -1.9630543793485582, 15534, 18995278.0, 251.47715702035924, 307511.1695797203], [9.5367431640625e-07, 10.165526866912842, 0.004628802775621771, 0.17037273602795863, 46.76128415466496, 92.0, 1412.0, 1396.2336406566224, 111.48069759712608, -8.222452731211783, 13341, 18627153.0, 216.05477938826286, 301662.95120653766], [2.5033950805664062e-05, 10.162054777145386, 0.02817998717736154, 0.4185912803421594, 18.918252820562106, 97.0, 1412.0, 167.86365709074326, 89.89355876617145, 3.8070848876529197, 2193, 368125.0, 35.5023654937388, 5959.556907151206]]"
Youtube,"[[0.0, 7.807920217514038, 0.0036749300887068586, 0.13390249495030782, 43.97857722589412, 72.0, 1392.0, 1255.6747891906248, 386.9085502043054, -2.566114990965689, 15061, 18911718.0, 272.13208875337335, 341709.40317739645], [9.5367431640625e-07, 7.831421136856079, 0.004064018362730768, 0.14145748029363756, 41.744724438283534, 72.0, 1392.0, 1377.0019833982224, 108.21469180069656, -8.352608277280362, 13613, 18745128.0, 246.07995715798893, 338852.5890811003], [4.1961669921875e-05, 7.807920217514038, 0.03824771744016952, 0.43101210588348937, 13.523365006436078, 79.0, 1392.0, 115.04834254143647, 86.81845308225304, 9.948533501360696, 1448, 166590.0, 26.16341972743407, 3010.0580748572115]]"
Youtube,"[[0.0, 8.253165006637573, 0.003565390793063903, 0.14261156772746608, 46.918143188456256, 92.0, 1412.0, 1249.8900904203324, 413.55489417149704, -2.227882567368322, 16368, 20458201.0, 280.49129999928175, 350583.2963182188], [9.5367431640625e-07, 8.278625011444092, 0.0040375274848066574, 0.15244544634402984, 44.03493024321898, 92.0, 1412.0, 1395.047760780785, 115.9271643328973, -7.824041533075218, 14447, 20154255.0, 247.69347752497146, 345544.2311812171], [3.886222839355469e-05, 8.263452053070068, 0.030376174425085386, 0.4164143295771647, 15.982494179290716, 97.0, 1412.0, 158.22280062467465, 77.33524120469099, 5.584729820499314, 1921, 303946.0, 32.93768396678282, 5211.492603314821]]"
Youtube,"[[-1.4066696166992188e-05, 5.80016303062439, 0.003111297454321998, 0.09685394162456591, 47.85976237724523, 90.0, 1412.0, 1249.3561693716188, 416.1181357098502, -2.2473373506361707, 19224, 24017623.0, 321.4260403251666, 401575.60647693765], [9.5367431640625e-07, 5.826491117477417, 0.003516049823148463, 0.10365629969157462, 44.93714683847174, 90.0, 1412.0, 1393.5866023642886, 121.4068711939803, -7.779856004453075, 17003, 23695153.0, 284.4268047698776, 396373.3844805846], [3.0040740966796875e-05, 5.814049005508423, 0.026940752686680974, 0.285371157863503, 16.120902626704417, 97.0, 1412.0, 145.19135524538495, 86.44842847178428, 6.426452766279696, 2221, 322470.0, 37.135207842394664, 5391.711153956329]]"
Youtube,"[[0.0, 8.007674932479858, 0.0035452786530655754, 0.13090343781140507, 47.56619031674306, 91.0, 1412.0, 1250.8651038827306, 416.5084329688488, -2.256180388676627, 16509, 20650532.0, 282.0823620804376, 352846.98314723256], [9.5367431640625e-07, 8.02634310722351, 0.004012874340567866, 0.13982553953477336, 44.609312829761265, 91.0, 1412.0, 1397.296364883402, 110.15751548232468, -8.59212815966682, 14580, 20372581.0, 249.2150281657255, 348227.2529302829], [3.0040740966796875e-05, 8.010015964508057, 0.03035552904813616, 0.3824091965159221, 16.16562726686835, 97.0, 1412.0, 144.0907205806117, 77.18498285267042, 6.783954741724117, 1929, 277951.0, 32.96001432268242, 4749.2322141025925]]"
Youtube,"[[0.0, 7.198612928390503, 0.003196815952737545, 0.12151889084949721, 45.147754488295895, 64.0, 1412.0, 1225.5261033651327, 440.2628475221351, -1.9968551776268073, 19078, 23380587.0, 312.82764911351603, 383378.4498429623], [9.5367431640625e-07, 7.315412998199463, 0.0036346375867595585, 0.13062389639004135, 42.37295705135804, 64.0, 1412.0, 1369.919806820892, 216.2510665823571, -5.375217651096654, 16772, 22976295.0, 275.14699962926056, 376929.3245794646], [3.3855438232421875e-05, 7.206524848937988, 0.026445990374186552, 0.3494477922983481, 15.604983050469022, 97.0, 1412.0, 175.32176929748482, 94.37166390646134, 3.206101832187526, 2306, 404292.0, 37.829320260809666, 6632.30335944634]]"
Youtube,"[[9.5367431640625e-07, 15.689445972442627, 0.009105778077828704, 0.2787201388337518, 39.983855337070764, 93.0, 1412.0, 1209.8923573735199, 448.8119753788339, -1.861739657266041, 6503, 7867930.0, 109.83726929018438, 132891.2726689713], [9.5367431640625e-07, 15.709527969360352, 0.010671231878220798, 0.3024843277984241, 36.86284843901801, 93.0, 1412.0, 1387.371191635118, 138.648322237001, -6.625863023485605, 5547, 7695748.0, 93.72679007891527, 130033.84843991924], [4.315376281738281e-05, 15.69032096862793, 0.06199556969847354, 0.7258920213985611, 15.228835737413792, 97.0, 1412.0, 180.10669456066947, 124.25398774215341, 2.858202143286343, 956, 172182.0, 16.14707511016704, 2908.196324915043]]"
Youtube,"[[9.5367431640625e-07, 10.951781034469604, 0.004425984682363449, 0.15924698574592178, 50.090052292994294, 92.0, 1412.0, 1189.0060422960726, 461.01118269113783, -1.693820233748094, 13902, 16529562.0, 225.95467653915776, 268661.4756901132], [9.5367431640625e-07, 10.970792055130005, 0.005370210604116843, 0.17702276448667006, 44.967266087558514, 92.0, 1412.0, 1391.4134800069844, 125.86647193910565, -7.302091320532657, 11454, 15937250.0, 186.2286951280835, 259121.1167653264], [1.6927719116210938e-05, 10.95472502708435, 0.02514127502160799, 0.3792528025877131, 20.938345313009982, 97.0, 1412.0, 241.95751633986927, 210.31611126870644, 1.8196888847018724, 2448, 592312.0, 39.79148483161597, 9627.84884133338]]"
Youtube,"[[-3.814697265625e-06, 10.026840925216675, 0.0039632335383897955, 0.15098140834984666, 49.614092076810216, 91.0, 1412.0, 1224.9799492046518, 435.82636999356134, -1.9715452882545126, 14962, 18328150.0, 252.33608637106815, 309106.64626533166], [9.5367431640625e-07, 10.04873013496399, 0.004607965330272035, 0.16332099578454906, 45.94012251004549, 91.0, 1412.0, 1394.0292288557214, 121.51815663489405, -7.744350132035451, 12864, 17932792.0, 217.03239297218684, 302549.4994117295], [3.218650817871094e-05, 10.026840925216675, 0.02827560179678099, 0.402888407748036, 18.486669542638886, 97.0, 1412.0, 188.44518589132508, 120.11646754381252, 2.4511630820426564, 2098, 395358.0, 35.38304432605941, 6667.7643654252615]]"
Youtube,"[[-3.0994415283203125e-06, 9.124517917633057, 0.0034300772426492637, 0.1296150908376747, 49.49969734160522, 92.0, 1412.0, 1253.5786821705426, 409.09587352061703, -2.2723072390302153, 18060, 22639631.0, 291.55476781021815, 365486.8416120718], [9.5367431640625e-07, 9.147373914718628, 0.0038727149931170254, 0.13839476767094355, 46.43425082801582, 92.0, 1412.0, 1394.8939337085678, 116.48231448578616, -7.8089102974742595, 15990, 22304354.0, 258.2329308445682, 360207.5487188723], [4.291534423828125e-05, 9.181427001953125, 0.02993742436703534, 0.3832780447308711, 16.69373349172399, 97.0, 1412.0, 161.9695652173913, 97.31421065529504, 3.845217568638205, 2070, 335277.0, 33.4191516615425, 5412.885464554099]]"
Youtube,"[[-5.9604644775390625e-06, 8.02155613899231, 0.004025492114586788, 0.1612282694402641, 44.596597869076575, 92.0, 1412.0, 1260.3553758651408, 401.36318331604605, -2.3492715855289115, 14593, 18392366.0, 248.43385659057742, 313114.9467008437], [9.5367431640625e-07, 8.046142101287842, 0.004515828943997106, 0.1714610280929674, 42.07266011251691, 92.0, 1412.0, 1395.2218120289185, 114.16155441138173, -7.842696469296991, 13002, 18140674.0, 221.460318706186, 308986.26715774665], [3.3855438232421875e-05, 8.025429964065552, 0.036943384236509696, 0.4879428730292059, 14.62959678205202, 97.0, 1412.0, 158.1973601508485, 87.58408379422922, 4.779256468848261, 1591, 251692.0, 27.08547014565947, 4284.849875487947]]"
Youtube,"[[0.0, 9.699826002120972, 0.003594439662232691, 0.14872542043538714, 52.64820745974751, 93.0, 1412.0, 1261.3645268497464, 404.26105340368554, -2.3763961758439653, 17151, 21633663.0, 278.2237018875741, 350941.50808980485], [9.5367431640625e-07, 9.718167066574097, 0.0040287803468843884, 0.15800010078394533, 49.62685332805255, 93.0, 1412.0, 1397.2155978296398, 109.07200627720434, -8.502467610027303, 15297, 21373207.0, 248.23030556690114, 346831.25479209196], [3.0994415283203125e-05, 9.699826002120972, 0.033257802499028974, 0.45168084900875305, 17.220445900862018, 97.0, 1412.0, 140.48327939590075, 70.90032423877607, 8.685507620726108, 1854, 260456.0, 30.08435886395862, 4226.349391732042]]"
