Label,Data
Youtube,"[['0', '1412', '1'], ['0.000369072', '973', '1'], ['0.0275199', '1412', '0'], ['0.029341', '103', '1'], ['0.0295379', '93', '0'], ['0.0295761', '97', '1'], ['0.0304191', '92', '0'], ['0.0544', '100', '1'], ['0.0788569', '95', '0'], ['0.639984', '1412', '0'], ['0.640085', '1412', '0'], ['0.640268', '1412', '0'], ['0.640339', '1412', '0'], ['0.640341', '1412', '0'], ['0.640351', '103', '1'], ['0.640424', '100', '1'], ['0.640581', '1412', '0'], ['0.640649', '1412', '0'], ['0.640652', '1412', '0'], ['0.640887', '1412', '0'], ['0.64096', '1412', '0'], ['0.640962', '1412', '0'], ['0.641199', '1412', '0'], ['0.641491', '100', '1'], ['0.64154', '100', '1'], ['0.641604', '100', '1'], ['0.641644', '100', '1'], ['0.642452', '1412', '0'], ['0.642754', '1412', '0'], ['0.642847', '100', '1'], ['0.643064', '1412', '0'], ['0.645086', '1412', '0']]"
Youtube,"[['0', '1392', '1'], ['0.000258207', '961', '1'], ['0.0289142', '1392', '0'], ['0.0292101', '73', '0'], ['0.0292902', '72', '0'], ['0.0298362', '83', '1'], ['0.0299611', '80', '1'], ['0.0785902', '72', '0'], ['0.159166', '1392', '0'], ['0.159285', '1392', '0'], ['0.159464', '1392', '0'], ['0.159536', '1392', '0'], ['0.159611', '1392', '0'], ['0.159721', '86', '1'], ['0.159782', '1392', '0'], ['0.159826', '80', '1'], ['0.159851', '1392', '0'], ['0.159906', '80', '1'], ['0.159919', '1392', '0'], ['0.159959', '80', '1'], ['0.160075', '1392', '0'], ['0.160138', '1392', '0'], ['0.160212', '1392', '0'], ['0.16039', '1392', '0'], ['0.160421', '80', '1'], ['0.160488', '80', '1'], ['0.161303', '1392', '0'], ['0.161614', '1392', '0'], ['0.161707', '80', '1'], ['0.161911', '1392', '0'], ['0.163422', '1392', '0'], ['0.163551', '80', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000673056', '356', '1'], ['0.000778913', '136', '1'], ['0.0214021', '1412', '0'], ['0.0221331', '103', '1'], ['0.0222211', '97', '1'], ['0.0237901', '93', '0'], ['0.024749', '92', '0'], ['0.025764', '150', '0'], ['0.0284171', '103', '1'], ['0.067245', '95', '0'], ['0.538756', '752', '1'], ['0.539091', '665', '1'], ['0.56816', '92', '0'], ['0.588168', '1412', '0'], ['0.588263', '1412', '0'], ['0.588332', '1412', '0'], ['0.588397', '1412', '0'], ['0.588475', '1412', '0'], ['0.588562', '1412', '0'], ['0.588625', '1412', '0'], ['0.588692', '1412', '0'], ['0.588778', '1412', '0'], ['0.588862', '1412', '0'], ['0.588981', '1412', '0'], ['0.589301', '1412', '0'], ['0.589547', '106', '1'], ['0.5896', '1412', '0'], ['0.589616', '100', '1'], ['0.58968', '100', '1'], ['0.589725', '100', '1'], ['0.589787', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000279903', '914', '1'], ['0.000435829', '731', '1'], ['0.0220878', '1412', '0'], ['0.0226579', '103', '1'], ['0.0228488', '97', '1'], ['0.0236208', '93', '0'], ['0.0245209', '95', '0'], ['0.0460539', '1412', '0'], ['0.0463049', '1412', '0'], ['0.0463798', '1412', '0'], ['0.046412', '103', '1'], ['0.0464659', '100', '1'], ['0.0466189', '1412', '0'], ['0.0466959', '1412', '0'], ['0.0468509', '100', '1'], ['0.0469248', '1412', '0'], ['0.0469999', '1412', '0'], ['0.047081', '100', '1'], ['0.0472279', '1412', '0'], ['0.0473099', '1412', '0'], ['0.0473788', '100', '1'], ['0.047545', '1412', '0'], ['0.0477598', '1412', '0'], ['0.0478299', '100', '1'], ['0.0478518', '1412', '0'], ['0.048064', '1412', '0'], ['0.048142', '100', '1'], ['0.049207', '1412', '0'], ['0.0495069', '1412', '0'], ['0.0495899', '100', '1'], ['0.0502889', '1412', '0']]"
Youtube,"[['0', '1412', '1'], ['0.000399113', '911', '1'], ['0.000553131', '728', '1'], ['0.024013', '1412', '0'], ['0.0245461', '103', '1'], ['0.0246491', '97', '1'], ['0.025537', '93', '0'], ['0.0265272', '95', '0'], ['0.041481', '1412', '0'], ['0.0415871', '1412', '0'], ['0.0417681', '1412', '0'], ['0.0418112', '103', '1'], ['0.0419121', '1412', '0'], ['0.041975', '100', '1'], ['0.0420902', '1412', '0'], ['0.042202', '1412', '0'], ['0.042268', '1412', '0'], ['0.042407', '1412', '0'], ['0.0424452', '100', '1'], ['0.0424912', '100', '1'], ['0.0425222', '1412', '0'], ['0.042654', '1412', '0'], ['0.042659', '100', '1'], ['0.0432012', '1412', '0'], ['0.0435202', '1412', '0'], ['0.043689', '100', '1'], ['0.0454731', '1412', '0'], ['0.045588', '100', '1'], ['0.0457692', '1412', '0'], ['0.0467591', '1412', '0'], ['0.0468571', '100', '1'], ['0.0473971', '1412', '0']]"
Youtube,"[['0', '1412', '1'], ['0.000235081', '351', '1'], ['0.000341892', '136', '1'], ['0.022644', '1412', '0'], ['0.0232151', '103', '1'], ['0.023325', '97', '1'], ['0.0240011', '93', '0'], ['0.0249231', '92', '0'], ['0.0258391', '150', '0'], ['0.025995', '103', '1'], ['0.067497', '95', '0'], ['0.208178', '742', '1'], ['0.20853', '665', '1'], ['0.226021', '92', '0'], ['0.228304', '1412', '0'], ['0.228626', '1412', '0'], ['0.228629', '1412', '0'], ['0.228706', '1412', '0'], ['0.228838', '106', '1'], ['0.228895', '1412', '0'], ['0.228909', '100', '1'], ['0.22896', '1412', '0'], ['0.228963', '1412', '0'], ['0.2292', '1412', '0'], ['0.229262', '1412', '0'], ['0.229264', '1412', '0'], ['0.22955', '1412', '0'], ['0.229552', '1412', '0'], ['0.230013', '100', '1'], ['0.230084', '100', '1'], ['0.230147', '100', '1'], ['0.230188', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000305176', '912', '1'], ['0.000451088', '696', '1'], ['0.032908', '1412', '1'], ['0.0354161', '1412', '0'], ['0.03613', '103', '1'], ['0.036268', '97', '1'], ['0.0368462', '1412', '0'], ['0.0369861', '100', '1'], ['0.0371621', '1412', '0'], ['0.037231', '1412', '0'], ['0.037298', '100', '1'], ['0.0373061', '93', '0'], ['0.0373502', '100', '1'], ['0.0373881', '1412', '0'], ['0.0374691', '1412', '0'], ['0.0374711', '1412', '0'], ['0.0375421', '1412', '0'], ['0.037544', '100', '1'], ['0.0375772', '100', '1'], ['0.0376401', '103', '1'], ['0.0376902', '1412', '0'], ['0.037771', '1412', '0'], ['0.0377731', '1412', '0'], ['0.0378652', '1412', '0'], ['0.0380061', '1412', '0'], ['0.038075', '1412', '0'], ['0.0381041', '103', '1'], ['0.0381482', '1412', '0'], ['0.0381842', '103', '1'], ['0.0382221', '95', '0'], ['0.038259', '103', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000258207', '350', '1'], ['0.000375986', '136', '1'], ['0.020329', '1412', '0'], ['0.0209091', '103', '1'], ['0.0210202', '97', '1'], ['0.022387', '93', '0'], ['0.023247', '92', '0'], ['0.024106', '150', '0'], ['0.024281', '103', '1'], ['0.0667031', '95', '0'], ['0.472823', '750', '1'], ['0.473974', '663', '1'], ['0.490984', '92', '0'], ['0.509394', '1412', '0'], ['0.509499', '1412', '0'], ['0.509676', '1412', '0'], ['0.509742', '1412', '0'], ['0.509752', '106', '1'], ['0.509812', '1412', '0'], ['0.509834', '100', '1'], ['0.509978', '1412', '0'], ['0.510043', '1412', '0'], ['0.510112', '1412', '0'], ['0.510168', '100', '1'], ['0.510239', '100', '1'], ['0.51027', '1412', '0'], ['0.510344', '1412', '0'], ['0.51061', '1412', '0'], ['0.510679', '1412', '0'], ['0.510978', '100', '1'], ['0.511021', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000267029', '361', '1'], ['0.000381947', '131', '1'], ['0.0243618', '1412', '0'], ['0.026361', '1412', '0'], ['0.030515', '100', '1'], ['0.0316811', '1412', '1'], ['0.031728', '357', '1'], ['0.0317481', '127', '1'], ['0.04637', '97', '0'], ['0.0543759', '1412', '0'], ['0.054379', '93', '0'], ['0.0543799', '95', '0'], ['0.0543818', '153', '0'], ['0.0550048', '103', '1'], ['0.055084', '103', '1'], ['0.0713708', '92', '0'], ['0.0794599', '103', '1'], ['0.519436', '749', '1'], ['0.520659', '663', '1'], ['0.538399', '95', '0'], ['0.539395', '1412', '0'], ['0.539398', '1412', '0'], ['0.5394', '1412', '0'], ['0.539403', '1412', '0'], ['0.539405', '1412', '0'], ['0.539409', '1412', '0'], ['0.539646', '103', '1'], ['0.539691', '100', '1'], ['0.539733', '100', '1'], ['0.540395', '1412', '0'], ['0.540398', '1412', '0']]"
Youtube,"[['0', '1412', '1'], ['0.000257015', '355', '1'], ['0.000373125', '131', '1'], ['0.020304', '1412', '0'], ['0.0209', '103', '1'], ['0.0210011', '97', '1'], ['0.021873', '93', '0'], ['0.0228841', '92', '0'], ['0.023845', '121', '0'], ['0.023998', '103', '1'], ['0.037137', '96', '0'], ['0.0421369', '98', '0'], ['0.062104', '100', '1'], ['0.384143', '749', '1'], ['0.384711', '661', '1'], ['0.401808', '95', '0'], ['0.427298', '1412', '0'], ['0.427582', '1412', '0'], ['0.427675', '1412', '0'], ['0.427811', '103', '1'], ['0.42787', '1412', '0'], ['0.427918', '100', '1'], ['0.427939', '1412', '0'], ['0.428014', '1412', '0'], ['0.428181', '1412', '0'], ['0.428249', '1412', '0'], ['0.42832', '1412', '0'], ['0.428358', '100', '1'], ['0.428405', '100', '1'], ['0.428501', '1412', '0'], ['0.428605', '1412', '0'], ['0.428758', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000282049', '911', '1'], ['0.000442982', '748', '1'], ['0.054405', '1412', '0'], ['0.0561719', '93', '0'], ['0.0564799', '103', '1'], ['0.05826', '100', '1'], ['0.0591409', '95', '0'], ['0.060066', '1412', '0'], ['0.060147', '1412', '0'], ['0.0603311', '1412', '0'], ['0.060555', '1412', '0'], ['0.060559', '1412', '0'], ['0.0605619', '1412', '0'], ['0.0607419', '1412', '0'], ['0.060745', '1412', '0'], ['0.0608189', '1412', '0'], ['0.0609541', '1412', '0'], ['0.062103', '1412', '0'], ['0.0624011', '1412', '0'], ['0.063746', '1412', '0'], ['0.0640621', '1412', '0'], ['0.065151', '103', '1'], ['0.0652311', '100', '1'], ['0.0652959', '100', '1'], ['0.065341', '100', '1'], ['0.065407', '100', '1'], ['0.065449', '100', '1'], ['0.0655169', '100', '1'], ['0.0658591', '1412', '0'], ['0.066149', '1412', '0'], ['0.0665359', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000277996', '911', '1'], ['0.000432968', '745', '1'], ['0.019711', '1412', '0'], ['0.0203519', '103', '1'], ['0.020473', '97', '1'], ['0.021605', '93', '0'], ['0.0225499', '95', '0'], ['0.039443', '1412', '0'], ['0.0397248', '1412', '0'], ['0.0397959', '103', '1'], ['0.0398118', '1412', '0'], ['0.0398779', '1412', '0'], ['0.039907', '100', '1'], ['0.0400259', '1412', '0'], ['0.040097', '1412', '0'], ['0.0401669', '1412', '0'], ['0.040267', '100', '1'], ['0.0403349', '100', '1'], ['0.040344', '1412', '0'], ['0.040411', '1412', '0'], ['0.040477', '1412', '0'], ['0.04094', '100', '1'], ['0.041574', '1412', '0'], ['0.0416529', '100', '1'], ['0.0419009', '1412', '0'], ['0.0419738', '1412', '0'], ['0.0420659', '100', '1'], ['0.0422549', '1412', '0'], ['0.0436819', '1412', '0'], ['0.0437739', '100', '1'], ['0.043983', '1412', '0']]"
Youtube,"[['0', '1412', '1'], ['0.00031209', '913', '1'], ['0.000466108', '731', '1'], ['0.0206161', '1412', '0'], ['0.0223451', '1412', '0'], ['0.0224199', '1412', '0'], ['0.022639', '1412', '0'], ['0.022743', '1412', '0'], ['0.0227451', '1412', '0'], ['0.0228369', '93', '0'], ['0.0229621', '1412', '0'], ['0.023175', '1412', '0'], ['0.0231781', '1412', '0'], ['0.0233359', '1412', '0'], ['0.0236499', '1412', '0'], ['0.0236681', '103', '1'], ['0.0238061', '103', '1'], ['0.0238249', '95', '0'], ['0.0247769', '1412', '0'], ['0.0250771', '1412', '0'], ['0.026669', '1412', '0'], ['0.026963', '1412', '0'], ['0.0281131', '100', '1'], ['0.028177', '100', '1'], ['0.028229', '100', '1'], ['0.0284071', '103', '1'], ['0.028475', '103', '1'], ['0.028538', '103', '1'], ['0.0286691', '103', '1'], ['0.028873', '100', '1'], ['0.0292971', '1412', '0'], ['0.029532', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000259161', '351', '1'], ['0.000380039', '136', '1'], ['0.0200112', '1412', '0'], ['0.021703', '1412', '0'], ['0.0236351', '100', '1'], ['0.026876', '1412', '1'], ['0.026933', '347', '1'], ['0.026952', '132', '1'], ['0.0439241', '97', '0'], ['0.0472271', '1412', '0'], ['0.047266', '93', '0'], ['0.0472682', '95', '0'], ['0.0472701', '153', '0'], ['0.0478101', '103', '1'], ['0.047909', '103', '1'], ['0.064002', '92', '0'], ['0.0729542', '103', '1'], ['0.40792', '747', '1'], ['0.409115', '662', '1'], ['0.426037', '98', '0'], ['0.456318', '1412', '0'], ['0.456483', '1412', '0'], ['0.456562', '1412', '0'], ['0.456629', '1412', '0'], ['0.456779', '1412', '0'], ['0.456859', '1412', '0'], ['0.456932', '1412', '0'], ['0.457075', '1412', '0'], ['0.457125', '103', '1'], ['0.457148', '1412', '0'], ['0.457205', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.00026989', '909', '1'], ['0.000411987', '721', '1'], ['0.0311999', '1412', '0'], ['0.0319698', '103', '1'], ['0.032095', '97', '1'], ['0.03284', '93', '0'], ['0.033747', '95', '0'], ['0.0559208', '1412', '0'], ['0.056021', '1412', '0'], ['0.0560238', '1412', '0'], ['0.0562098', '1412', '0'], ['0.056283', '103', '1'], ['0.056299', '1412', '0'], ['0.0563018', '1412', '0'], ['0.0563989', '100', '1'], ['0.0564659', '100', '1'], ['0.0565138', '1412', '0'], ['0.0565999', '1412', '0'], ['0.0566659', '1412', '0'], ['0.0568938', '1412', '0'], ['0.056968', '100', '1'], ['0.057035', '100', '1'], ['0.0572619', '1412', '0'], ['0.0587509', '1412', '0'], ['0.059016', '100', '1'], ['0.0598919', '1412', '0'], ['0.060184', '1412', '0'], ['0.0609908', '100', '1'], ['0.0610678', '1412', '0'], ['0.061378', '1412', '0'], ['0.0615568', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000222921', '351', '1'], ['0.000344038', '136', '1'], ['0.0213141', '1412', '0'], ['0.0218849', '103', '1'], ['0.0219741', '97', '1'], ['0.0225751', '96', '0'], ['0.0226769', '100', '1'], ['0.0228059', '93', '0'], ['0.0228961', '100', '1'], ['0.023607', '92', '0'], ['0.0243971', '121', '0'], ['0.0245271', '100', '1'], ['0.042449', '101', '0'], ['0.324045', '758', '1'], ['0.324539', '670', '1'], ['0.342939', '95', '0'], ['0.34512', '1412', '0'], ['0.345418', '1412', '0'], ['0.345776', '106', '1'], ['0.347407', '1412', '0'], ['0.347706', '1412', '0'], ['0.348021', '100', '1'], ['0.348344', '1412', '0'], ['0.372811', '97', '1'], ['0.383288', '1412', '0'], ['0.38355', '1412', '0'], ['0.383681', '100', '1'], ['0.385068', '1412', '0'], ['0.385381', '1412', '0'], ['0.385476', '100', '1'], ['0.385693', '1412', '0']]"
Youtube,"[['0', '1412', '1'], ['0.000339985', '963', '1'], ['0.0270851', '1412', '0'], ['0.027776', '103', '1'], ['0.027894', '97', '1'], ['0.0289559', '93', '0'], ['0.02983', '92', '0'], ['0.0537069', '100', '1'], ['0.084543', '95', '0'], ['0.128536', '1412', '0'], ['0.12863', '1412', '0'], ['0.128634', '1412', '0'], ['0.128772', '1412', '0'], ['0.128841', '1412', '0'], ['0.128891', '103', '1'], ['0.128914', '1412', '0'], ['0.128979', '100', '1'], ['0.128984', '1412', '0'], ['0.128987', '1412', '0'], ['0.129031', '100', '1'], ['0.129084', '1412', '0'], ['0.129106', '100', '1'], ['0.129147', '1412', '0'], ['0.129214', '1412', '0'], ['0.129412', '100', '1'], ['0.130594', '1412', '0'], ['0.130681', '100', '1'], ['0.130912', '1412', '0'], ['0.132056', '1412', '0'], ['0.132379', '100', '1'], ['0.134132', '1412', '0'], ['0.135982', '1412', '0']]"
Youtube,"[['0', '1412', '1'], ['0.000279188', '969', '1'], ['0.000436068', '665', '1'], ['0.0289021', '1412', '0'], ['0.02949', '103', '1'], ['0.029598', '97', '1'], ['0.0299861', '93', '0'], ['0.0308681', '95', '0'], ['0.0489161', '1412', '0'], ['0.049201', '1412', '0'], ['0.0492702', '1412', '0'], ['0.0495162', '1412', '0'], ['0.049597', '103', '1'], ['0.0496092', '1412', '0'], ['0.0496922', '100', '1'], ['0.0497561', '100', '1'], ['0.0498252', '1412', '0'], ['0.049891', '1412', '0'], ['0.0500891', '100', '1'], ['0.0501211', '1412', '0'], ['0.0501912', '1412', '0'], ['0.050281', '100', '1'], ['0.050436', '1412', '0'], ['0.0515611', '1412', '0'], ['0.0516632', '100', '1'], ['0.0518591', '1412', '0'], ['0.053828', '1412', '0'], ['0.053946', '100', '1'], ['0.0541241', '1412', '0'], ['0.054472', '1412', '0'], ['0.0545781', '100', '1'], ['0.056025', '1412', '0']]"
Youtube,"[['0', '1412', '1'], ['0.000216007', '351', '1'], ['0.00031209', '136', '1'], ['0.0253131', '1412', '0'], ['0.025912', '103', '1'], ['0.0260022', '97', '1'], ['0.0260172', '93', '0'], ['0.0263031', '92', '0'], ['0.027302', '150', '0'], ['0.0274472', '103', '1'], ['0.068408', '95', '0'], ['0.379464', '759', '1'], ['0.38001', '672', '1'], ['0.400331', '92', '0'], ['0.40057', '1412', '0'], ['0.400573', '1412', '0'], ['0.400856', '106', '1'], ['0.401328', '1412', '0'], ['0.40133', '1412', '0'], ['0.401333', '1412', '0'], ['0.401336', '1412', '0'], ['0.401339', '1412', '0'], ['0.402246', '100', '1'], ['0.402294', '100', '1'], ['0.40233', '1412', '0'], ['0.402333', '1412', '0'], ['0.402335', '1412', '0'], ['0.402337', '1412', '0'], ['0.402339', '1412', '0'], ['0.402341', '1412', '0'], ['0.402343', '1412', '0'], ['0.402412', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.00039196', '971', '1'], ['0.0279849', '1412', '0'], ['0.0286', '103', '1'], ['0.028703', '97', '1'], ['0.02988', '93', '0'], ['0.030756', '92', '0'], ['0.0545859', '100', '1'], ['0.0790401', '95', '0'], ['0.562811', '1412', '0'], ['0.562982', '1412', '0'], ['0.563049', '1412', '0'], ['0.563113', '1412', '0'], ['0.563199', '103', '1'], ['0.563272', '100', '1'], ['0.563293', '1412', '0'], ['0.563359', '1412', '0'], ['0.563424', '1412', '0'], ['0.563598', '1412', '0'], ['0.563614', '100', '1'], ['0.563666', '1412', '0'], ['0.563692', '100', '1'], ['0.563732', '1412', '0'], ['0.563901', '1412', '0'], ['0.563966', '1412', '0'], ['0.564369', '100', '1'], ['0.564435', '100', '1'], ['0.564625', '1412', '0'], ['0.564937', '1412', '0'], ['0.565239', '100', '1'], ['0.566963', '1412', '0'], ['0.567267', '1412', '0']]"
Youtube,"[['0', '1412', '1'], ['0.000262976', '974', '1'], ['0.000407934', '665', '1'], ['0.021848', '1412', '0'], ['0.0226409', '103', '1'], ['0.0227721', '97', '1'], ['0.0238609', '93', '0'], ['0.0247591', '95', '0'], ['0.0487871', '100', '1'], ['0.05813', '1412', '0'], ['0.058392', '1412', '0'], ['0.058461', '1412', '0'], ['0.0586071', '100', '1'], ['0.0587091', '1412', '0'], ['0.0587749', '1412', '0'], ['0.058841', '1412', '0'], ['0.058918', '100', '1'], ['0.0589831', '100', '1'], ['0.059062', '1412', '0'], ['0.0590651', '1412', '0'], ['0.0591331', '1412', '0'], ['0.0592151', '100', '1'], ['0.0593441', '1412', '0'], ['0.059411', '1412', '0'], ['0.059438', '100', '1'], ['0.0596709', '1412', '0'], ['0.0596731', '1412', '0'], ['0.059756', '100', '1'], ['0.060411', '1412', '0'], ['0.0604939', '100', '1'], ['0.0607111', '1412', '0'], ['0.061013', '1412', '0']]"
Youtube,"[['0', '1412', '1'], ['0.000368834', '964', '1'], ['0.0273249', '1412', '0'], ['0.0282879', '103', '1'], ['0.02844', '97', '1'], ['0.0286899', '93', '0'], ['0.0295639', '92', '0'], ['0.0539398', '100', '1'], ['0.078244', '95', '0'], ['0.433699', '1412', '0'], ['0.433925', '1412', '0'], ['0.433992', '1412', '0'], ['0.434062', '1412', '0'], ['0.434085', '103', '1'], ['0.43416', '100', '1'], ['0.434242', '1412', '0'], ['0.434308', '1412', '0'], ['0.434374', '1412', '0'], ['0.434507', '100', '1'], ['0.434538', '1412', '0'], ['0.434624', '1412', '0'], ['0.434694', '1412', '0'], ['0.434716', '100', '1'], ['0.43476', '100', '1'], ['0.434931', '1412', '0'], ['0.434998', '1412', '0'], ['0.435438', '100', '1'], ['0.436083', '1412', '0'], ['0.436404', '1412', '0'], ['0.436476', '100', '1'], ['0.436723', '1412', '0'], ['0.437691', '1412', '0']]"
Youtube,"[['0', '1412', '1'], ['0.000524044', '913', '1'], ['0.000712872', '691', '1'], ['0.0212491', '1412', '0'], ['0.022109', '103', '1'], ['0.0222371', '97', '1'], ['0.0228369', '93', '0'], ['0.023788', '95', '0'], ['0.0470309', '100', '1'], ['0.0471458', '1412', '0'], ['0.0473919', '1412', '0'], ['0.047461', '1412', '0'], ['0.0475569', '100', '1'], ['0.04757', '1412', '0'], ['0.047601', '100', '1'], ['0.0476909', '1412', '0'], ['0.047755', '1412', '0'], ['0.047874', '1412', '0'], ['0.0479939', '1412', '0'], ['0.048177', '1412', '0'], ['0.0482569', '100', '1'], ['0.0483019', '100', '1'], ['0.04848', '1412', '0'], ['0.048739', '1412', '0'], ['0.0490539', '1412', '0'], ['0.0491269', '100', '1'], ['0.0491719', '100', '1'], ['0.049355', '1412', '0'], ['0.0510659', '1412', '0'], ['0.051157', '100', '1'], ['0.0517259', '1412', '0'], ['0.0520461', '1412', '0']]"
Youtube,"[['0', '1412', '1'], ['0.0279968', '1412', '0'], ['0.029506', '93', '0'], ['0.0306039', '101', '1'], ['0.0306809', '100', '1'], ['0.0491049', '89', '0'], ['0.0814009', '92', '0'], ['0.430913', '365', '1'], ['0.434726', '132', '1'], ['0.448271', '121', '0'], ['0.452548', '112', '0'], ['0.452809', '100', '1'], ['0.999727', '739', '1'], ['1.00048', '661', '1'], ['1.01774', '95', '0'], ['1.04137', '1412', '0'], ['1.04165', '1412', '0'], ['1.04172', '1412', '0'], ['1.04178', '103', '1'], ['1.042', '1412', '0'], ['1.04207', '1412', '0'], ['1.04211', '100', '1'], ['1.0423', '1412', '0'], ['1.04237', '1412', '0'], ['1.04237', '100', '1'], ['1.04241', '100', '1'], ['1.04267', '1412', '0'], ['1.04286', '102', '1'], ['1.04299', '1412', '0'], ['1.04306', '102', '1'], ['1.0437', '1412', '0'], ['1.04399', '102', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000632048', '910', '1'], ['0.000813007', '724', '1'], ['0.0210431', '1412', '0'], ['0.0220871', '93', '0'], ['0.02249', '103', '1'], ['0.0225899', '100', '1'], ['0.0230069', '95', '0'], ['0.0455201', '1412', '0'], ['0.045819', '1412', '0'], ['0.0458951', '1412', '0'], ['0.0459299', '103', '1'], ['0.0459909', '1412', '0'], ['0.046118', '1412', '0'], ['0.0461841', '1412', '0'], ['0.046387', '1412', '0'], ['0.046454', '1412', '0'], ['0.0464771', '100', '1'], ['0.046546', '100', '1'], ['0.0465889', '100', '1'], ['0.0466089', '1412', '0'], ['0.0466111', '1412', '0'], ['0.0466621', '100', '1'], ['0.0467379', '1412', '0'], ['0.0468071', '1412', '0'], ['0.0468991', '1412', '0'], ['0.0472159', '1412', '0'], ['0.047555', '100', '1'], ['0.047631', '100', '1'], ['0.0479429', '1412', '0'], ['0.0482619', '1412', '0'], ['0.0485721', '1412', '0']]"
Youtube,"[['0', '1412', '1'], ['0.000403881', '965', '1'], ['0.0218329', '1412', '0'], ['0.022388', '103', '1'], ['0.0224938', '97', '1'], ['0.0225239', '1412', '0'], ['0.0226159', '100', '1'], ['0.022851', '1412', '0'], ['0.0229199', '100', '1'], ['0.0231519', '1412', '0'], ['0.023242', '100', '1'], ['0.0234678', '1412', '0'], ['0.0235338', '100', '1'], ['0.023772', '1412', '0'], ['0.024122', '1412', '0'], ['0.0241878', '103', '1'], ['0.0242069', '93', '0'], ['0.0243108', '100', '1'], ['0.0248439', '1412', '0'], ['0.024848', '1412', '0'], ['0.0248508', '1412', '0'], ['0.0249538', '103', '1'], ['0.0250418', '1412', '0'], ['0.025044', '1412', '0'], ['0.0251129', '103', '1'], ['0.0252059', '92', '0'], ['0.0260568', '1412', '0'], ['0.0260589', '1412', '0'], ['0.0260608', '1412', '0'], ['0.0260639', '1412', '0'], ['0.0260658', '1412', '0'], ['0.0260689', '1412', '0']]"
Youtube,"[['0', '1412', '1'], ['0.000620127', '966', '1'], ['0.000771999', '670', '1'], ['0.02055', '1412', '0'], ['0.021548', '93', '0'], ['0.021739', '103', '1'], ['0.0218389', '100', '1'], ['0.0225961', '95', '0'], ['0.0429051', '1412', '0'], ['0.0430501', '1412', '0'], ['0.0432019', '1412', '0'], ['0.0433691', '1412', '0'], ['0.0434339', '1412', '0'], ['0.0435231', '1412', '0'], ['0.043721', '1412', '0'], ['0.0437231', '1412', '0'], ['0.0439739', '1412', '0'], ['0.0440421', '1412', '0'], ['0.0441101', '1412', '0'], ['0.0443389', '1412', '0'], ['0.0443411', '1412', '0'], ['0.044415', '1412', '0'], ['0.0453', '1412', '0'], ['0.045603', '1412', '0'], ['0.0457511', '103', '1'], ['0.0458181', '100', '1'], ['0.0458591', '100', '1'], ['0.045917', '1412', '0'], ['0.0459261', '100', '1'], ['0.0459831', '100', '1'], ['0.046031', '100', '1'], ['0.0460961', '100', '1']]"
Youtube,"[['0', '1412', '1'], ['0.000267982', '910', '1'], ['0.000414133', '729', '1'], ['0.0214581', '1412', '1'], ['0.0243351', '1412', '0'], ['0.0249441', '103', '1'], ['0.025054', '97', '1'], ['0.0263841', '93', '0'], ['0.0274181', '92', '0'], ['0.0419991', '1412', '0'], ['0.0422139', '103', '1'], ['0.048444', '1412', '0'], ['0.0487521', '1412', '0'], ['0.0489249', '100', '1'], ['0.049072', '1412', '0'], ['0.0493951', '1412', '0'], ['0.049578', '100', '1'], ['0.04971', '1412', '0'], ['0.0500121', '1412', '0'], ['0.0500941', '100', '1'], ['0.0503151', '1412', '0'], ['0.050616', '1412', '0'], ['0.0507081', '100', '1'], ['0.0509171', '1412', '0'], ['0.051266', '1412', '0'], ['0.0513391', '100', '1'], ['0.0515661', '1412', '0'], ['0.051887', '1412', '0'], ['0.0519691', '100', '1'], ['0.052201', '1412', '0'], ['0.0525031', '1412', '0'], ['0.0525701', '100', '1']]"
